time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
622,1,0,0,0,0,0.477051,471,0,0,0,0,0,0,0,1619,0,0,317,0,0,4,0,0,0.179583,795,0.0221126,795,0.0043029,795,0.15311,795,0,0,7.27e-05,795,0.0018271,55,0.0005374,100,0.0020761,795,0.0002793,795,0.0009378,795,0,0,0.0001025,3,0.0004761,795,0.0081905,795,0.0075195,795,0.0002941,795,7.15e-05,795,0.0372912,795,0,0,0.0345955,795,0.0020366,795,172294,795
721.5,1,12.5628,3.76884,0.753769,0.0753769,0.342682,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.216966,994,0.023059,994,0.0053805,994,0.188454,994,0,0,9.18e-05,994,0.0022399,68,0.0006586,125,0.0026521,994,0.0003468,994,0.0011593,994,0,0,0.0001025,3,0.0006054,994,0.008458,994,0.0093907,994,0.0003772,994,8.96e-05,994,0.0465265,994,0,0,0.0430987,994,0.0025883,994,213922,994
821.5,0,403,123.538,25.3107,2.5989,0.0298996,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.226779,1194,0.0231995,1194,0.0064634,1194,0.197032,1194,0,0,0.0001066,1175,0.0022998,80,0.001687,148,0.0028578,1175,0.0004074,1175,0.0011974,1031,0,0,0.0001025,3,0.000715,1175,0.0085857,1175,0.0098271,1175,0.0005025,1175,0.0001075,1175,0.0484221,1175,0,0,0.0447799,1175,0.0026869,1031,221655,1175
921.5,0,50,101.477,40.5439,6.3934,0.0290222,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.229769,1394,0.023356,1394,0.0074581,1394,0.198858,1394,0,0,0.0001224,1375,0.0023089,93,0.0017719,173,0.0029873,1375,0.000472,1375,0.0011974,1031,0,0,0.0001025,3,0.0008288,1375,0.0087198,1375,0.0099621,1375,0.0006619,1375,0.000125,1375,0.0487451,1375,0,0,0.0449892,1375,0.0026869,1031,221655,1375
1021.5,1,27,79.1337,48.2618,10.5802,0.267036,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,2,0,0,0.25206,1594,0.0235119,1594,0.0086437,1594,0.21979,1594,0,0,0.0001451,1565,0.004565,109,0.0018854,196,0.0033545,1565,0.0005418,1565,0.0013067,1126,0.0001295,2,0.0001025,3,0.0009449,1563,0.0107429,1565,0.0109776,1565,0.0007873,1565,0.0009277,1565,0.0527595,1565,0,0,0.0485851,1565,0.0029521,1126,243962,1565
1121.5,1,27,63.4936,51.3082,14.653,0.45134,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.296708,1794,0.0237115,1794,0.0098935,1794,0.262976,1794,0,0,0.0001658,1765,0.0058921,127,0.0020216,221,0.0040393,1765,0.0006241,1765,0.0015714,1326,0.0001295,2,0.0001025,3,0.0010821,1763,0.0110082,1765,0.0130957,1765,0.0008667,1765,0.0009466,1765,0.0659509,1765,0,0,0.0609008,1765,0.0035278,1326,324962,1765
1221.5,1,11,47.7455,50.5957,18.2473,0.468475,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.340105,1994,0.0239113,1994,0.011124,1994,0.304931,1994,0,0,0.0001835,1965,0.006737,141,0.0021618,246,0.0047471,1965,0.000707,1965,0.0018453,1526,0.0001295,2,0.0001025,3,0.0012294,1963,0.0111883,1965,0.0152088,1965,0.0009521,1965,0.0009631,1965,0.0793598,1965,0,0,0.0734235,1965,0.0041129,1526,405962,1965
1321.5,1,11,36.7219,47.8209,21.2047,0.428177,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.384503,2194,0.0241167,2194,0.0123796,2194,0.347854,2194,0,0,0.0002021,2165,0.0074069,154,0.0023098,271,0.0054413,2165,0.0007882,2165,0.0021203,1726,0.0001295,2,0.0001025,3,0.0013742,2163,0.011353,2165,0.0173213,2165,0.0010309,2165,0.0009798,2165,0.0927447,2165,0,0,0.0859155,2165,0.0046954,1726,486962,2165
1421.5,1,2,26.3053,43.5178,23.436,0.445406,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.426007,2394,0.0243071,2394,0.0135237,2394,0.388007,2394,0,0,0.0002254,2365,0.0080469,167,0.002415,296,0.0060516,2365,0.0008703,2365,0.0024022,1926,0.0001295,2,0.0001025,3,0.0015081,2363,0.0115209,2365,0.0193189,2365,0.001107,2365,0.0010004,2365,0.10634,2365,0,0,0.0985841,2365,0.0052829,1926,567962,2365
1521.5,1,1,18.7137,38.557,24.9481,0.333615,0,0,0,0,0,0,0,0,2282,0,0,317,0,0,0,0,0,0.463613,2594,0.0244953,2594,0.0146719,2594,0.424262,2594,0,0,0.0002492,2565,0.008625,182,0.0025237,321,0.0066558,2565,0.0009541,2565,0.0026958,2126,0.0001295,2,0.0001025,3,0.0016445,2563,0.0117274,2565,0.02132,2565,0.0011806,2565,0.0010371,2565,0.115577,2565,0,0,0.106991,2565,0.0058753,2126,619296,2565
