time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
728.5,1,0,0,0,0,0.539703,471,0,0,0,0,0,0,0,1618,0,0,317,0,0,4,0,0,0.27478,1038,0.0281073,1038,0.0075665,1038,0.239018,1038,0,0,0.0001648,1038,0.0036454,74,0.000783,129,0.0033521,1038,0.0004525,1038,0.0016073,1038,0,0,8.18e-05,3,0.0007666,1038,0.0105144,1038,0.0111253,1038,0.0004869,1038,0.0001173,1038,0.0659646,1038,0,0,0.061327,1038,0.0035315,1038,224539,1038
827.5,1,452.525,135.758,27.1515,2.71515,0.910492,0,0,0,0,0,0,0,0,2923,0,0,317,0,0,0,0,0,0.395719,1236,0.0294483,1236,0.0088462,1236,0.357321,1236,0,0,0.0001934,1236,0.0450346,97,0.000941,154,0.0040082,1236,0.0005363,1236,0.0018842,1236,0,0,8.18e-05,3,0.0009222,1236,0.0131205,1236,0.0135464,1236,0.0005687,1236,0.0043747,1236,0.105928,1236,0,0,0.0998295,1236,0.0042839,1236,416872,1236
928,1,31.3433,104.433,42.6079,6.70442,0.984192,0,0,0,0,0,0,0,0,2921,0,0,317,0,0,0,0,0,0.483578,1437,0.0296259,1437,0.0103045,1437,0.443528,1437,0,0,0.0002294,1437,0.0479384,111,0.0011049,179,0.0047498,1437,0.0006229,1437,0.0021764,1437,0,0,8.18e-05,3,0.0010863,1437,0.0134462,1437,0.0161816,1437,0.0006639,1437,0.0043984,1437,0.157352,1437,0,0,0.149478,1437,0.005117,1437,655861,1437
1028.5,1,15.4229,77.7302,49.6323,10.9972,1.15563,0,0,0,0,0,0,0,0,2921,0,0,317,0,0,0,0,0,0.602761,1638,0.0298393,1638,0.0118397,1638,0.560945,1638,0,0,0.0002664,1638,0.0510332,128,0.0012657,204,0.0055192,1638,0.0007228,1638,0.0025191,1638,0.0041024,1,0.0001109,6,0.0012467,1637,0.0398269,1638,0.018791,1638,0.0007589,1638,0.0047782,1638,0.208345,1638,0,0,0.189813,1638,0.0149928,1638,866380,1638
1135.5,1,26.1682,62.2616,52.1582,15.1133,1.43681,0,0,0,0,0,0,0,0,2921,0,0,317,0,0,0,0,0,0.773578,1852,0.0302215,1852,0.0134013,1852,0.729797,1852,0,0,0.0003113,1852,0.052997,168,0.0015526,231,0.0062948,1852,0.0008346,1852,0.0029848,1852,0.0146795,13,0.0002266,16,0.0013989,1828,0.0602107,1852,0.0218714,1852,0.0032195,1852,0.004818,1852,0.305097,1852,0,0,0.218866,1852,0.0820081,1852,1082724,1852
1229.5,1,19.1489,49.3278,51.5921,18.7612,1.4791,2,29.1817,2.08336,0.707242,0.00596681,0.00763098,13.4911,0,139,25,0,317,0,0,0,0,0,0.925871,2040,0.031242,2040,0.0146704,2040,0.879784,2040,0,0,0.0003502,2040,0.0540434,191,0.001758,255,0.0069053,2040,0.0009324,2040,0.0033993,2040,0.0163214,15,0.0002526,17,0.0015301,1999,0.0667756,2040,0.0244033,2040,0.0041862,2040,0.0048433,2040,0.412614,2040,0,0,0.248073,2040,0.159392,2040,1283302,2040
1330,1,49.2537,49.3056,51.1348,21.9986,1.18954,3,12.085,1.47268,0.260674,0.00564225,0.00500493,10.3587,0,113,21,0,317,0,0,0,0,0,1.05843,2241,0.0323692,2241,0.016053,2241,1.00982,2241,0,0,0.0003877,2241,0.0556293,222,0.0020006,280,0.0075754,2241,0.0010371,2241,0.0038094,2241,0.0176712,18,0.0008519,30,0.0016655,2176,0.0726655,2241,0.0270045,2241,0.0047239,2241,0.0048805,2241,0.497999,2241,0,0,0.277984,2241,0.214184,2241,1458746,2241
1430.5,1,8.45771,37.0512,48.3181,24.6305,2.11954,2,14.7301,1.83172,0.401988,0.00577997,0.00574596,9.91732,0,141,12,0,317,0,0,0,0,0,1.20641,2442,0.0334521,2442,0.0175681,2442,1.15518,2442,0,0,0.0004295,2442,0.0579408,268,0.0022086,305,0.008283,2442,0.0011518,2442,0.0042096,2442,0.0235676,24,0.0016798,34,0.0018135,2346,0.0855451,2442,0.0295873,2442,0.006239,2442,0.0049294,2442,0.582706,2442,0,0,0.308812,2442,0.267416,2442,1627295,2442
1531,1,6.46766,27.8761,44.2297,26.5904,1.79691,2,10.9076,0.81638,0.266643,0.00681475,0.00530791,11.095,0,71,10,0,317,0,0,0,0,0,1.37464,2643,0.034576,2643,0.0190004,2643,1.32083,2643,0,0,0.0004732,2643,0.0589237,290,0.0023788,330,0.0090294,2643,0.0012589,2643,0.0046432,2643,0.0235676,24,0.0039436,53,0.0019605,2528,0.0879345,2643,0.0324247,2643,0.0066656,2643,0.0049574,2643,0.706096,2643,0,0,0.343019,2643,0.355345,2643,1875731,2643
1631.5,1,24.3781,26.8267,40.7491,28.0063,1.50568,2,14.5088,1.07457,0.251454,0.00542076,0.005444,10.4305,0,103,13,0,317,1,0,0,0,0,1.54751,2844,0.0356933,2844,0.0206145,2844,1.49095,2844,0,0,0.0005188,2844,0.0595302,306,0.0025252,355,0.0098115,2844,0.0013691,2844,0.00507,2844,0.0235676,24,0.0063756,67,0.002119,2715,0.0895282,2844,0.0356751,2844,0.0072474,2844,0.0049855,2844,0.835,2844,0,0,0.378145,2844,0.447767,2844,2124047,2844
