time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
740.5,0,0,0,0,0,0.0444336,471,0,0,0,0,0,0,0,1619,0,0,317,0,0,3,0,0,0.0546836,949,0.0228136,949,0.0057586,949,0.0260385,949,0,0,5.9e-05,571,0.0009781,40,0.0003097,73,0.0004179,571,0.000228,571,1.6e-05,12,8.5e-05,1,0,0,0.0003828,570,0.0034984,571,0.0004579,571,0.000496,571,0.0003121,571,0.0018419,571,0,0,0.0014109,571,3.66e-05,12,3029,571
840.5,0,1718,515.4,103.08,10.308,0.0320587,0,0,0,0,0,0,0,0,2015,0,0,317,0,0,0,0,0,0.0595004,1149,0.0238007,1149,0.0068717,1149,0.0287405,1149,0,0,7.3e-05,706,0.0009851,49,0.0003696,90,0.0005012,706,0.0002719,706,1.6e-05,12,8.5e-05,1,0,0,0.0004646,705,0.0035975,706,0.0005442,706,0.0006111,706,0.0003261,706,0.0020689,706,0,0,0.0015559,706,3.66e-05,12,3029,706
940.5,0,35,371.28,156.72,24.9492,0.035965,0,0,0,0,0,0,0,0,2015,0,0,317,0,0,0,0,0,0.0625813,1349,0.0239443,1349,0.0079447,1349,0.0305902,1349,0,0,9.25e-05,906,0.0009951,62,0.000456,115,0.0006255,906,0.0003407,906,1.6e-05,12,8.5e-05,1,0,0,0.0005803,905,0.0037367,906,0.0006714,906,0.0007859,906,0.000349,906,0.0024083,906,0,0,0.0017694,906,3.66e-05,12,3029,906
1040.5,1,30,268.896,179.155,40.3698,0.361969,0,0,0,0,0,0,0,0,2015,0,0,317,0,0,0,0,0,0.0683329,1549,0.0240941,1549,0.0090572,1549,0.0350553,1549,0,0,0.0001134,1106,0.0020346,77,0.0005569,140,0.0007875,1106,0.0004092,1106,3.49e-05,27,0.0001631,2,0,0,0.0006982,1104,0.0040597,1106,0.0009262,1106,0.0009512,1106,0.0006226,1106,0.0032929,1106,0,0,0.002465,1106,9.86e-05,27,6212,1106
1140.5,1,51,203.527,184.03,54.7358,0.385536,0,0,0,0,0,0,0,0,2015,0,0,317,0,0,2,0,0,0.104272,1749,0.0242526,1749,0.0102404,1749,0.0696382,1749,0,0,0.0001346,1304,0.0024519,91,0.0006949,165,0.0013995,1304,0.0004845,1304,0.0002719,225,0.0001982,3,0,0,0.0008287,1301,0.0042155,1304,0.0029507,1304,0.0010333,1304,0.000645,1304,0.0109302,1304,0,0,0.0092132,1304,0.0007882,225,47594,1304
1240.5,1,14,146.669,176.557,66.918,0.401894,4,0,0,0,0,0,0.000700378,0,2772,0,0,317,0,0,0,0,0,0.142372,1949,0.0248891,1949,0.0115838,1949,0.105744,1949,0,0,0.0001595,1504,0.0027857,103,0.000841,190,0.0020147,1504,0.0005708,1504,0.0005545,425,0.0001982,3,0,0,0.0009745,1501,0.0044145,1504,0.0050308,1504,0.0011236,1504,0.000668,1504,0.0187931,1504,0,0,0.0162126,1504,0.0014412,425,89399,1504
1340.5,1,412,226.268,186.5,78.8761,0.539307,4,0,0,0,0,0,0.000700378,0,2038,9,0,317,0,0,0,0,0,0.190356,2149,0.0252138,2149,0.0129454,2149,0.152019,2149,0,0,0.0001854,1704,0.0047959,117,0.0009893,215,0.0027015,1704,0.0006815,1704,0.0008457,625,0.0001982,3,0,0,0.0011268,1701,0.0048106,1704,0.0073054,1704,0.0012173,1704,0.0008332,1704,0.0329489,1704,0,0,0.0293373,1704,0.0021842,625,160207,1704
1440.5,1,25,165.888,182.377,89.2262,0.46524,4,0,0,0,0,0,0.000700378,0,1929,10,0,317,0,0,0,0,0,0.238796,2349,0.0255598,2349,0.0143382,2349,0.198705,2349,0,0,0.0002113,1904,0.0055646,129,0.0011472,240,0.0034116,1904,0.0007719,1904,0.0011416,825,0.0001982,3,0,0,0.001285,1901,0.0050318,1904,0.009519,1904,0.0013121,1904,0.0008535,1904,0.0490475,1904,0,0,0.0443535,1904,0.0029406,825,241210,1904
1540.5,1,18,121.521,170.206,97.3242,0.430614,6,35.1132,0.535617,0.346196,0.00375195,0.0030421,15.7208,0,194,23,0,317,0,0,0,0,0,0.285217,2549,0.0260305,2549,0.0155919,2549,0.243387,2549,0,0,0.000235,2104,0.0063922,142,0.0012998,265,0.004063,2104,0.0008621,2104,0.0014153,1025,0.0001982,3,0,0,0.0014359,2101,0.0051899,2104,0.0116329,2104,0.0014091,2104,0.0008755,2104,0.0647671,2104,0,0,0.0590284,2104,0.0036682,1025,322210,2104
1640.5,1,0,85.065,153.178,102.91,0.434381,6,13.9343,1.70345,0.3089,0.0056461,0.00492341,10.4706,0,143,21,0,317,0,0,0,0,0,0.329246,2749,0.0268681,2749,0.0166878,2749,0.285467,2749,0,0,0.0002597,2304,0.0070196,154,0.0014214,290,0.0046151,2304,0.0009479,2304,0.0016801,1225,0.0001982,3,0,0,0.0015558,2301,0.0053817,2304,0.0135986,2304,0.0014978,2304,0.0008989,2304,0.0797894,2304,0,0,0.0730808,2304,0.0043063,1225,403213,2304
