time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
786.5,2,0,0,0,0,1.95285,471,0,0,0,0,0,0,0,1619,0,0,317,0,0,8,0,0,0.551999,873,0.026058,873,0.0055925,873,0.520273,873,0,0,0.0002185,1637,0.0034751,110,0.0011911,204,0.0033451,1637,0.0011994,1637,0.0028365,1633,0.0004192,3,0.0014069,6,0.0014149,1633,0.0828071,1636,0.231661,1636,0.0006923,1636,0.0004869,1637,0.0695277,1636,0,0,0.0633961,1637,0.0047298,1633,252220,1637
886.5,2,488,146.4,29.28,2.928,1.00977,0,0,0,0,0,0,0,0,2044,0,0,317,0,0,0,0,0,0.650794,1073,0.0272699,1073,0.0068434,1073,0.616586,1073,0,0,0.0002817,2037,0.0083755,140,0.0014824,254,0.0042149,2037,0.0014888,2037,0.0034835,2033,0.0004192,3,0.0014069,6,0.0017477,2033,0.086242,2036,0.266154,2036,0.0008676,2036,0.000677,2037,0.100153,2036,0,0,0.0921953,2037,0.0059425,2033,357770,2037
986.5,2,94,130.68,49.56,7.5912,1.09584,0,0,0,0,0,0,0,0,2044,0,0,317,0,0,0,0,0,0.790728,1273,0.0274644,1273,0.0081096,1273,0.755043,1273,0,0,0.0003338,2410,0.0118921,175,0.001785,301,0.0050638,2410,0.0017492,2410,0.0041029,2406,0.0004192,3,0.0014069,6,0.0021677,2406,0.0878041,2409,0.307191,2409,0.001012,2409,0.0007872,2410,0.143412,2409,0,0,0.133442,2410,0.0071444,2406,518226,2410
1086.5,2,121,127.776,65.2032,13.3524,1.70374,0,0,0,0,0,0,0,0,2044,0,0,317,0,0,0,0,0,0.932647,1473,0.0276485,1473,0.0094636,1473,0.895407,1473,0,0,0.0003886,2802,0.014424,204,0.0021318,351,0.0060046,2802,0.0020377,2802,0.0048493,2798,0.0051025,4,0.0014069,6,0.0025353,2797,0.0917101,2801,0.347221,2801,0.0011661,2801,0.0010811,2802,0.213534,2801,0,0,0.177593,2802,0.0321949,2798,712979,2802
1186.5,2,31,98.7432,71.9112,19.2083,2.08111,0,0,0,0,0,0,0,0,2125,0,0,317,0,0,0,0,0,1.10805,1673,0.0280273,1673,0.0106585,1673,1.06921,1673,0,0,0.0004584,3193,0.0171851,253,0.0024964,400,0.0069666,3193,0.0023264,3193,0.005631,3189,0.0094616,9,0.0014069,6,0.0028561,3176,0.103516,3192,0.375331,3192,0.0017926,3192,0.0011335,3193,0.323456,3192,0,0,0.227314,3193,0.0913641,3189,983280,3193
1286.5,2,110,102.12,77.953,25.0828,1.786,6,46.8037,0.0049202,0.0114197,0.000859833,0.00123978,0.000640106,0,9,9,0,317,0,0,0,0,0,1.30179,1873,0.0287696,1873,0.0119345,1873,1.26092,1873,0,0,0.0005252,3592,0.0189544,291,0.0028908,450,0.0078712,3592,0.0026244,3592,0.0064438,3588,0.015473,15,0.0015137,7,0.0031499,3554,0.11801,3591,0.404186,3591,0.0024775,3591,0.0011942,3592,0.439595,3591,0,0,0.279965,3592,0.153723,3588,1253903,3592
1386.5,2,36,82.2842,78.8193,30.4564,1.76048,4,15.6785,1.01285,0.370032,0.00505277,0.00429236,9.23552,0,87,23,0,317,0,0,0,0,0,1.49721,2073,0.0296594,2073,0.0131559,2073,1.45422,2073,0,0,0.0005858,3985,0.0208902,324,0.0032889,500,0.0087157,3985,0.0029174,3985,0.0072289,3981,0.0238489,24,0.0015137,7,0.0034631,3914,0.134951,3984,0.43043,3984,0.0032233,3984,0.0012475,3985,0.55658,3984,0,0,0.33328,3985,0.216209,3981,1543221,3985
1486.5,2,107,89.6989,80.9952,35.5103,1.22583,4,13.2908,1.18471,0.264872,0.00520896,0.00471202,9.37279,0,98,14,0,317,0,0,0,0,0,1.68394,2273,0.0305717,2273,0.0144266,2273,1.63874,2273,0,0,0.0006595,4380,0.0239869,366,0.0036625,550,0.0096625,4380,0.0032226,4380,0.0080792,4376,0.028774,27,0.0015137,7,0.0037934,4288,0.145579,4379,0.457963,4379,0.0036364,4379,0.0014871,4380,0.670739,4379,0,0,0.387188,4380,0.275174,4376,1818397,4380
1586.5,2,19,68.4892,78.494,39.8087,1.23487,5,13.2908,1.18471,0.264872,0.00520896,0.00471202,9.37279,0,115,14,0,317,0,0,0,0,0,1.80723,2473,0.030908,2473,0.0156405,2473,1.76047,2473,0,0,0.0007316,4780,0.0272371,420,0.0040038,600,0.01066,4780,0.0035295,4780,0.0089729,4776,0.028774,27,0.0015137,7,0.0041166,4682,0.148386,4779,0.481205,4779,0.0037737,4779,0.0015346,4780,0.753288,4779,0,0,0.436829,4780,0.307135,4776,2030307,4780
1686.5,2,29,56.6425,74.1237,43.2402,1.23701,4,13.2908,1.18471,0.264872,0.00520896,0.00471202,9.37279,0,117,14,0,317,0,0,0,0,0,1.93554,2673,0.0312028,2673,0.0169055,2673,1.8872,2673,0,0,0.0008031,5180,0.0308564,484,0.0044028,650,0.0116726,5180,0.0038509,5180,0.0098716,5176,0.028774,27,0.0015137,7,0.004433,5074,0.15304,5179,0.504512,5179,0.0039218,5179,0.001596,5180,0.839354,5179,0,0,0.487847,5180,0.34129,5176,2245723,5180
