time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
495.5,1,0,0,0,0,0.74649,471,0,0,0,0,0,0,0,1617,0,0,317,0,0,4,0,0,0.221745,816,0.0200096,816,0.0044183,816,0.197259,816,0,0,0.0001162,1139,0.0014849,74,0.0006504,142,0.0022248,1139,0.000618,1139,0.0012091,816,0,0,0.0002386,3,0.0007434,1139,0.0194523,1139,0.0366058,1139,0.0006023,1139,0.0001384,1139,0.0330688,1139,0,0,0.0297435,1139,0.0024369,816,176809,1139
595.5,1,16,4.8,0.96,0.096,0.32618,0,0,0,0,0,0,0,0,2673,0,0,317,0,0,1,0,0,0.277258,1016,0.0209764,1016,0.0055135,1016,0.250696,1016,0,0,0.0001517,1429,0.0032078,97,0.0008465,178,0.0028902,1429,0.0007824,1429,0.0015952,1100,0.0001541,1,0.0002386,3,0.0009635,1428,0.0210189,1429,0.0524404,1429,0.000709,1429,0.0002994,1429,0.0452516,1429,0,0,0.040693,1429,0.0033644,1100,236491,1429
695.5,1,346,107.16,22.2,2.3064,0.6623,0,0,0,0,0,0,0,0,2673,0,0,317,0,0,0,0,0,0.318773,1216,0.0211063,1216,0.0067092,1216,0.290864,1216,0,0,0.0001723,1629,0.0060373,111,0.0009673,203,0.003473,1629,0.0008537,1629,0.001821,1300,0.0001541,1,0.0002386,3,0.0010929,1628,0.0216,1629,0.0544248,1629,0.0007786,1629,0.000697,1629,0.0564023,1629,0,0,0.0509795,1629,0.0039905,1300,298675,1629
795.5,1,46,88.812,35.5224,5.628,0.455597,0,0,0,0,0,0,0,0,2673,0,0,317,0,0,0,0,0,0.36918,1416,0.0212369,1416,0.0077518,1416,0.340086,1416,0,0,0.0001904,1829,0.0076678,130,0.0010957,228,0.004053,1829,0.0009257,1829,0.0020551,1500,0.0001541,1,0.0002386,3,0.0012615,1828,0.0218545,1829,0.0564046,1829,0.0008491,1829,0.0007164,1829,0.0780059,1829,0,0,0.0715508,1829,0.004623,1500,418875,1829
895.5,1,13,66.0684,41.6316,9.22836,0.779572,0,0,0,0,0,0,0,0,2673,0,0,317,0,0,0,0,0,0.43985,1616,0.0213731,1616,0.0089186,1616,0.409435,1616,0,0,0.0002294,2161,0.0086311,152,0.0023408,270,0.0046992,2161,0.0011133,2161,0.0023602,1700,0.0001541,1,0.0002386,3,0.0015214,2160,0.0221788,2161,0.0680889,2161,0.0010431,2161,0.000762,2161,0.101641,2161,0,0,0.0939901,2161,0.005304,1700,537745,2161
995.5,1,21,52.5479,43.8149,12.687,0.688889,0,0,0,0,0,0,0,0,2673,0,0,317,0,0,0,0,0,0.515453,1816,0.0215333,1816,0.010213,1816,0.483563,1816,0,0,0.0002805,2561,0.011459,187,0.0025586,320,0.0053857,2561,0.0013827,2561,0.0027174,1900,0.0001541,1,0.0002386,3,0.0018241,2560,0.0232538,2561,0.0817659,2561,0.0013069,2561,0.0008707,2561,0.124365,2561,0,0,0.115432,2561,0.0060059,1900,655077,2561
1095.5,1,21,43.0835,43.6686,15.7852,0.771545,1,0,0,0,0,0,0,0,2775,0,0,317,0,0,0,0,0,0.591562,2016,0.02196,2016,0.0115117,2016,0.557928,2016,0,0,0.0003305,2959,0.0137104,216,0.0027985,370,0.0060695,2959,0.0016602,2959,0.0031516,2130,0.0004266,2,0.0002386,3,0.0021375,2957,0.0240553,2959,0.0971664,2959,0.0015506,2959,0.0010617,2959,0.14961,2959,0,0,0.139249,2959,0.0068125,2130,781702,2959
1195.5,1,16,34.9585,41.9266,18.3993,0.477501,5,0,0,0,0,0,0,0,3000,0,0,317,0,0,0,0,0,0.642458,2216,0.0222552,2216,0.0126863,2216,0.607341,2216,0,0,0.0003561,3159,0.0146576,230,0.0029335,395,0.0066834,3159,0.0017408,3159,0.0034145,2330,0.0004266,2,0.0002386,3,0.0022858,3157,0.0242092,3159,0.099307,3159,0.0016257,3159,0.0010793,3159,0.170799,3159,0,0,0.159366,3159,0.0074856,2330,901902,3159
1295.5,1,1,24.7709,38.4954,20.4089,0.440872,7,13.9311,0.930469,0.339229,0.00466334,0.0047327,8.96093,0,129,21,0,317,45,0,0,0,0,0.689527,2416,0.0232241,2416,0.0136939,2416,0.652421,2416,0,0,0.0003812,3359,0.0154383,242,0.0030449,420,0.0071472,3359,0.001816,3359,0.0036495,2530,0.0004266,2,0.0002386,3,0.0023987,3357,0.0244005,3359,0.101211,3359,0.0016984,3359,0.0010979,3359,0.190876,3359,0,0,0.178457,3359,0.0080635,2530,1022105,3359
1395.5,1,2,17.9396,34.3843,21.8065,0.478676,5,10.5324,0.690396,0.250075,0.0045046,0.00428967,9.68962,0,121,14,0,317,0,0,0,0,0,0.737453,2616,0.024019,2616,0.0147023,2616,0.698529,2616,0,0,0.0004075,3559,0.0180215,262,0.0031594,445,0.0076374,3559,0.0018927,3559,0.0038978,2730,0.0004266,2,0.0002386,3,0.0025166,3557,0.0249074,3559,0.103081,3559,0.0017776,3559,0.0013143,3559,0.209546,3559,0,0,0.196143,3559,0.0086534,2730,1132239,3559
